"","YEAR","port_per_trip","region","nation","reserve","fished","total_effort","displacement","dataset"
"282",NA,"VASTO",NA,NA,11.5,399.1,410.6,2.801,"AIS_before"
"283",NA,"VELA LUKA",NA,"HRV",10.5,3282.4,3292.9,0.319,"AIS_before"
"284",NA,"VELA LUKA",NA,NA,0,112.25,112.25,0,"AIS_before"
"285",NA,"VENEZIA","veneto","ITA",0,11.0333333333333,11.0333333333333,0,"AIS_before"
"286",NA,"VENEZIA",NA,NA,0,43.9333333333333,43.9333333333333,0,"AIS_before"
"287",NA,"VIESTE","puglia","ITA",0,13820.4,13820.4,0,"AIS_before"
"288",NA,"VIESTE",NA,NA,0,2436.46666666667,2436.46666666667,0,"AIS_before"
"289",NA,"VIS",NA,"HRV",124.616666666667,5510.16666666667,5634.78333333333,2.212,"AIS_before"
"290",NA,"VIS",NA,NA,6.28333333333333,473.833333333333,480.116666666667,1.309,"AIS_before"
"291",NA,"VOLME",NA,"HRV",0,293.7,293.7,0,"AIS_before"
"292",NA,"VRSAR",NA,"HRV",0,1248.16666666667,1248.16666666667,0,"AIS_before"
"293",NA,"VRSAR",NA,NA,0,179.133333333333,179.133333333333,0,"AIS_before"
"294",NA,"ZADAR",NA,"HRV",6.06666666666667,89.7333333333333,95.8,6.333,"AIS_before"
"295",NA,NA,NA,NA,202.216666666667,954.35,1156.56666666667,17.484,"AIS_before"
